"Weeks","a","b","R2","RMSE","VI","Fieldname","Approach"
13,11.2617199334419,0.015989758673032,0.122904140840443,1.91434085708372,"SR","DMD_GH1","1a"
13,17.7262829736652,-0.00720429212729904,0.122626294691241,2.03146561431798,"EXG","DMD_GH1","1a"
13,17.694150359235,-0.0125856743027247,0.124916546405288,2.0261312771547,"TGI","DMD_GH1","1a"
14,0.512761212669638,3.9272057643178,0.224450695406527,1.87389767523121,"NDVI","DMD_GH1","1a"
14,1.51531544463193,2.84040884097845,0.171804357349071,1.92311398366497,"GNDVI","DMD_GH1","1a"
14,1.52931150643629,1.25706581474921,0.247719422243751,1.86485640014464,"EVI2","DMD_GH1","1a"
14,8.26826021955427,0.0448746656365953,0.221449567411271,1.91263472251682,"SR","DMD_GH1","1a"
14,20.3637320321879,-0.00896523346713661,0.146830314595372,2.1434640636588,"EXG","DMD_GH1","1a"
14,20.8974340699609,-0.0168000300052394,0.155687122227301,2.14023661765908,"TGI","DMD_GH1","1a"
1,64.0422232517459,0.2751227750811,0.00204842485933173,9.61953983645965,"NDVI","PSF_111","1a"
1,75.5367645737868,-0.243042547429162,0.00177822686192222,9.207042852885,"GNDVI","PSF_111","1a"
1,67.412760766395,0.0526599782193982,0.000263303235404542,9.4495202223189,"EVI2","PSF_111","1a"
1,63.0677626797169,0.0521015391683018,0.00122148851795104,9.82025556994683,"SR","PSF_111","1a"
1,71.425915116,0.00627567731701113,0.0327145974835222,9.51682040668295,"EXG","PSF_111","1a"
1,67.2114386498129,0.00912365390340551,0.0188401767215101,9.36908647604602,"TGI","PSF_111","1a"
2,56.5389991653429,0.639850314335837,0.0112567289418396,10.043111575996,"NDVI","PSF_111","1a"
2,60.5186228356774,0.349142247585218,0.0035429069168653,9.62236826069457,"GNDVI","PSF_111","1a"
2,58.249341891256,0.299984742945926,0.00917684805709738,9.99502934859259,"EVI2","PSF_111","1a"
2,52.5686033476261,0.142852027848657,0.0106507303400103,10.5956696765107,"SR","PSF_111","1a"
2,72.0465960726574,0.0078863820020781,0.0471670014171425,9.51433764633546,"EXG","PSF_111","1a"
2,66.4172660368095,0.0117844644489229,0.0301422328422838,9.31327866278703,"TGI","PSF_111","1a"
3,67.7146770218531,0.0725890257856826,0.000184084495448424,9.43155328278715,"NDVI","PSF_111","1a"
3,69.3835375371623,-0.00490424962551785,7.3494250487753e-07,9.35266045695662,"GNDVI","PSF_111","1a"
3,68.0837519925176,0.030287657259669,0.000113750084735405,9.42133271981123,"EVI2","PSF_111","1a"
3,68.8433709291272,0.00313084865718246,6.37190887750319e-06,9.3807362719921,"SR","PSF_111","1a"
3,71.5713255171503,0.00711406408780452,0.0423407263819221,9.60586750999174,"EXG","PSF_111","1a"
3,65.5623780657627,0.01532512650476,0.0510366497125835,9.4406717374049,"TGI","PSF_111","1a"
4,61.267560281359,0.332418501349774,0.00808007461601714,9.6063221064502,"NDVI","PSF_111","1a"
4,61.6629187949699,0.266386731728184,0.00372285261252036,9.51837100879451,"GNDVI","PSF_111","1a"
4,61.9750675328428,0.162455917966817,0.0072549687553265,9.6136149741198,"EVI2","PSF_111","1a"
4,60.9994391387809,0.0584305511364386,0.00664456657278732,9.65402743287786,"SR","PSF_111","1a"
4,69.4573257924735,0.00438042436798432,0.0114646549997063,9.49130782519663,"EXG","PSF_111","1a"
4,66.5803144434714,0.0088702867861679,0.00960618232016217,9.41004206114694,"TGI","PSF_111","1a"
5,54.8396784839119,0.47462716557129,0.0621667377458011,8.96092169211509,"NDVI","PSF_111","1a"
5,51.4789855645154,0.558907739474439,0.0608678667660525,8.97871996905859,"GNDVI","PSF_111","1a"
5,56.3267882720594,0.219572526795015,0.0619524284876965,8.97771634891761,"EVI2","PSF_111","1a"
5,57.6900935407315,0.0616053164620531,0.0608807453795901,9.08510422915325,"SR","PSF_111","1a"
5,65.6253589428928,0.0050479622063413,0.0330177577232754,9.12107626189065,"EXG","PSF_111","1a"
5,62.9347037223937,0.00969037768302654,0.0223966225426214,9.17989722966776,"TGI","PSF_111","1a"
6,48.8995785464096,0.475703312502436,0.0541338937472532,8.65926252809812,"NDVI","PSF_111","1a"
6,46.4149121782099,0.54865764112,0.0466829897993495,8.67622023594019,"GNDVI","PSF_111","1a"
6,52.4311162972886,0.183043541892049,0.0509135169145284,8.66795988000174,"EVI2","PSF_111","1a"
6,61.1935262616319,0.0187008103577245,0.0543777200578114,8.84002621733741,"SR","PSF_111","1a"
6,61.8562665385378,0.00428021754095135,0.0268787064651805,8.87371347762756,"EXG","PSF_111","1a"
6,59.6069522337331,0.00930845570847183,0.0224531936490583,8.9330365219775,"TGI","PSF_111","1a"
7,50.6026067017006,0.390761119284221,0.0860024791337462,8.60394960677407,"NDVI","PSF_111","1a"
7,48.9427069894014,0.440062515215289,0.0797745401764153,8.64462478591271,"GNDVI","PSF_111","1a"
7,53.1095228997056,0.154052644103124,0.0878907523516197,8.56524765134144,"EVI2","PSF_111","1a"
7,59.8457573421163,0.0150170946894623,0.108632319911112,8.44192958839237,"SR","PSF_111","1a"
7,59.7640097610965,0.00434829781118037,0.0319165635375221,8.81385924532445,"EXG","PSF_111","1a"
7,59.819879235244,0.00750540169938003,0.0194019443861619,8.97671230768828,"TGI","PSF_111","1a"
8,32.38321039182,0.871635857586195,0.0404095601675818,8.88559031727305,"NDVI","PSF_111","1a"
8,41.1755771134721,0.611589382335247,0.0169190475742049,9.01378738290454,"GNDVI","PSF_111","1a"
8,42.9535868422788,0.24731022471402,0.0274398778723003,8.90002116742956,"EVI2","PSF_111","1a"
8,57.7922071208844,0.0121811185591128,0.050519629820656,8.83229696416827,"SR","PSF_111","1a"
8,86.3792828732449,-0.00694826564984231,0.0100104587457632,9.23361963211159,"EXG","PSF_111","1a"
8,95.3331045413838,-0.0180847110507796,0.0207880181392216,9.12309931535761,"TGI","PSF_111","1a"
9,12.4473044479872,1.92394109624216,0.0434345217851532,8.69799052022615,"NDVI","PSF_111","1a"
9,27.8824552576926,1.03839579998495,0.0128134216995107,8.94059625835407,"GNDVI","PSF_111","1a"
9,25.5461426564489,0.494835270206267,0.0274843671450239,8.70566042897949,"EVI2","PSF_111","1a"
9,56.8340004753423,0.011188113785708,0.0412601567011018,8.82931738012346,"SR","PSF_111","1a"
9,70.4620295765304,-0.000573093142523051,0.000475374069905455,9.33308605759081,"EXG","PSF_111","1a"
9,71.3268076425858,-0.00177146386950435,0.00136713289695095,9.3132452889926,"TGI","PSF_111","1a"
10,15.6035877460835,1.69553730989016,0.0199336796912761,9.03484163524902,"NDVI","PSF_111","1a"
10,44.168059020261,0.519661588617965,0.0026818492487945,9.20663625490987,"GNDVI","PSF_111","1a"
10,34.1688481617706,0.357674325523416,0.0100342504852436,9.03300391026789,"EVI2","PSF_111","1a"
10,58.3873742403076,0.010952894554204,0.0172135902641635,9.10721550047926,"SR","PSF_111","1a"
10,80.1825557767657,-0.00554830144524371,0.00832478375533875,9.05771165982217,"EXG","PSF_111","1a"
10,81.9702403786,-0.0112686580229404,0.0104204160805374,9.04037715295826,"TGI","PSF_111","1a"
11,2.83628812288215,3.6174593424978,0.0238599395908732,8.61829565217999,"NDVI","PSF_111","1a"
11,57.6563760898094,0.211849467672312,0.000412801500363555,9.30007795277731,"GNDVI","PSF_111","1a"
11,44.1796829033947,0.227307872654788,0.00305199304535503,9.14700537942743,"EVI2","PSF_111","1a"
11,44.9212683052505,0.0267972487404372,0.0249406468923547,8.68282255253026,"SR","PSF_111","1a"
11,75.8077738883424,-0.00373637668854285,0.00345866081129713,9.03246961184634,"EXG","PSF_111","1a"
11,78.06593287744,-0.00871417730804398,0.00559463577720263,8.94082061664168,"TGI","PSF_111","1a"
12,10.7019527470996,2.12666035364281,0.0435212406630151,8.96080527749818,"NDVI","PSF_111","1a"
12,58.6277846558642,0.193034939117122,0.000363850368246665,9.29230529928121,"GNDVI","PSF_111","1a"
12,34.3804953146457,0.355949535320693,0.0106548749437017,9.01798473701969,"EVI2","PSF_111","1a"
12,55.0788914360195,0.0147898592043116,0.0398019335623544,9.03907645471424,"SR","PSF_111","1a"
12,78.8112038647485,-0.00487246970605947,0.00491695818026923,8.9376643904192,"EXG","PSF_111","1a"
12,82.0793747008001,-0.011241298846151,0.00789031722943177,8.83533353908929,"TGI","PSF_111","1a"
13,4.20986843147103,3.20243050642407,0.042359727539048,8.66174344577143,"NDVI","PSF_111","1a"
13,18.3629896440796,1.53635514097656,0.0367077666145735,8.86897431031751,"GNDVI","PSF_111","1a"
13,15.5845054004497,0.759810580862809,0.0541631561224047,8.66068223571234,"EVI2","PSF_111","1a"
13,47.0702922256754,0.0258128170504712,0.0401852570930525,8.75436462499869,"SR","PSF_111","1a"
13,83.1330720672106,-0.00746820250395758,0.0229437598790385,8.85292418574271,"EXG","PSF_111","1a"
13,84.4053413201681,-0.0141570245146329,0.0262394696075387,8.84977567497855,"TGI","PSF_111","1a"
14,7.61249536118609,2.55476538600974,0.0596058951940123,8.90217735903659,"NDVI","PSF_111","1a"
14,41.0484980623677,0.636801218341817,0.00541837983828317,9.05052859521656,"GNDVI","PSF_111","1a"
14,29.5531292404485,0.458516848420779,0.020196975324614,8.81233096574566,"EVI2","PSF_111","1a"
14,49.4051210555642,0.0244976405315421,0.0583250615408778,8.82245824938478,"SR","PSF_111","1a"
14,67.6160457895417,0.00073571649109242,0.000568227345877731,9.3954477996531,"EXG","PSF_111","1a"
14,69.0354880060694,0.000166734236623035,8.54796665824801e-06,9.36265503326395,"TGI","PSF_111","1a"
1,72.1976609181276,-0.430892725458766,0.00296791398995489,12.8524649120387,"NDVI","PSF_12","1a"
1,53.744676021805,0.394143730145156,0.00199101352153976,13.1703474855155,"GNDVI","PSF_12","1a"
1,66.1180548303384,-0.0879410936239665,0.000471589487648964,12.9542755794301,"EVI2","PSF_12","1a"
1,75.9422404259124,-0.0968571738413059,0.00316899937700728,12.8360216184793,"SR","PSF_12","1a"
1,59.1456573200072,-0.010221901543642,0.0113202460282667,12.8230951300049,"EXG","PSF_12","1a"
1,60.895354511631,0.0148339761381343,0.00730577603525412,13.1165655061017,"TGI","PSF_12","1a"
2,77.3711195943595,-0.622871333486141,0.00529570000535295,12.8258455537445,"NDVI","PSF_12","1a"
2,55.1046382532053,0.325782299107209,0.00114174293401865,13.1269665458182,"GNDVI","PSF_12","1a"
2,69.3475986301236,-0.162989062987911,0.00141336732586722,12.9175881585243,"EVI2","PSF_12","1a"
2,79.8119448978222,-0.119167007245364,0.00519269461851564,12.831006850567,"SR","PSF_12","1a"
2,57.9992335270212,-0.0165282365194699,0.0338430154387217,12.841087138476,"EXG","PSF_12","1a"
2,62.2155939324801,0.00290574289408107,0.000304127490941684,13.0300373059674,"TGI","PSF_12","1a"
3,142.144613634439,-2.3294664861448,0.149250964350532,11.7715491910085,"NDVI","PSF_12","1a"
3,171.635983497884,-2.40176099013772,0.118248907802426,12.0012989616888,"GNDVI","PSF_12","1a"
3,132.208094990051,-1.15494637651378,0.139031011225422,11.8238963545461,"EVI2","PSF_12","1a"
3,165.922106872148,-0.464940678834134,0.148165929696009,11.7557254112977,"SR","PSF_12","1a"
3,58.7233361833071,-0.0136428676060291,0.0262081221408421,12.688020991148,"EXG","PSF_12","1a"
3,59.5347193129608,0.0209707136268841,0.0212158129040245,13.1288755359334,"TGI","PSF_12","1a"
4,114.75113693545,-1.72526043307455,0.0585131493931524,12.5946789350272,"NDVI","PSF_12","1a"
4,120.786776616158,-1.55812396289166,0.0345460358598563,12.6742174769569,"GNDVI","PSF_12","1a"
4,105.368821012565,-0.802828820457818,0.0478310391964477,12.6307566803144,"EVI2","PSF_12","1a"
4,129.415596945703,-0.347503925133158,0.0573865464441661,12.5847126468688,"SR","PSF_12","1a"
4,57.8417515109478,-0.0270784381853104,0.053217492549778,12.8518801757924,"EXG","PSF_12","1a"
4,55.3143338798296,0.0405986252005328,0.0281426514289496,12.7921592078383,"TGI","PSF_12","1a"
5,24.7070212494484,2.32748812682968,0.184272015700195,12.2045052577983,"NDVI","PSF_12","1a"
5,17.1279328601356,2.86464864833466,0.22430694560642,12.2005116263305,"GNDVI","PSF_12","1a"
5,26.5555430519422,1.15480430801247,0.196449832480633,12.2467968582371,"EVI2","PSF_12","1a"
5,25.3033027879438,0.386472653071275,0.155315493214272,12.4123429693003,"SR","PSF_12","1a"
5,58.1292914436328,0.0214779742047367,0.0562957887017897,12.6190325567496,"EXG","PSF_12","1a"
5,42.4253566772787,0.0577989337593829,0.0985080809492703,12.4222323728444,"TGI","PSF_12","1a"
6,21.1908949373077,1.73556081936744,0.308264911161409,10.8193469999119,"NDVI","PSF_12","1a"
6,17.2014786495129,2.02481568294327,0.324582601036693,10.7596285978097,"GNDVI","PSF_12","1a"
6,25.6229393072198,0.716740749250155,0.304734170531421,10.8975053226633,"EVI2","PSF_12","1a"
6,37.5671583794866,0.114104640406058,0.222366473143367,11.7789590007013,"SR","PSF_12","1a"
6,39.0221905947554,0.0244466295957618,0.182788959748373,11.2593348131466,"EXG","PSF_12","1a"
6,30.8080386790235,0.0536942077945814,0.162000609799002,11.4526182970627,"TGI","PSF_12","1a"
7,20.6755630942115,1.53947115224895,0.415926461434042,9.49742856100357,"NDVI","PSF_12","1a"
7,17.3526290716657,1.7915208715924,0.424973047698389,9.51568166179758,"GNDVI","PSF_12","1a"
7,25.4783031402928,0.602911514276328,0.407364732058984,9.64007233524524,"EVI2","PSF_12","1a"
7,41.1198248913483,0.0627950297227961,0.293403293234179,10.7065297533753,"SR","PSF_12","1a"
7,32.9211759127087,0.0224884837455554,0.274328344456708,10.4268472091391,"EXG","PSF_12","1a"
7,27.022856656679,0.0481764243656281,0.228384663122379,10.776268450137,"TGI","PSF_12","1a"
8,2.21982116939452,3.94299476544518,0.442468481295088,9.64292155671419,"NDVI","PSF_12","1a"
8,2.29643649092021,4.02187225343111,0.450084198061591,9.58602965229093,"GNDVI","PSF_12","1a"
8,5.98282302236841,1.27611209143959,0.453675447946824,9.53941615118169,"EVI2","PSF_12","1a"
8,28.7073153831455,0.0620973926321226,0.381079808021911,10.2109473277959,"SR","PSF_12","1a"
8,45.3541723014948,0.00891850101542034,0.0118009904497192,12.1293367706486,"EXG","PSF_12","1a"
8,72.6314398334429,-0.00713449661525498,0.00222431227239384,13.5552790068209,"TGI","PSF_12","1a"
9,0.602880681801703,5.32618902118701,0.417600638274023,9.81581859610501,"NDVI","PSF_12","1a"
9,1.08799656740836,4.76930472527483,0.426406998208519,9.73187531346295,"GNDVI","PSF_12","1a"
9,3.3045256894971,1.52251252520836,0.431808034607187,9.62748522230654,"EVI2","PSF_12","1a"
9,29.6317212548782,0.04967018779276,0.316086971517358,10.4837496231944,"SR","PSF_12","1a"
9,98.8485886281853,-0.013552839498575,0.105960513154246,15.1504271929906,"EXG","PSF_12","1a"
9,100.430952220893,-0.0250605696016624,0.123959171545614,14.5600436019635,"TGI","PSF_12","1a"
10,0.16689906882498,6.73588983333241,0.344489260364959,10.1063350608919,"NDVI","PSF_12","1a"
10,0.587034130240574,5.40452011284218,0.398607382902034,9.73961165588733,"GNDVI","PSF_12","1a"
10,1.97793296402852,1.75321846169049,0.399596414687327,9.6953925175668,"EVI2","PSF_12","1a"
10,27.2021530653036,0.05216872135583,0.267999119232788,10.5783880510041,"SR","PSF_12","1a"
10,77.0104398183535,-0.00647384564662483,0.0500914259641443,13.4432520200496,"EXG","PSF_12","1a"
10,76.2221692771908,-0.0109642196291015,0.0464600146110325,13.2446019748108,"TGI","PSF_12","1a"
11,0.125157832279138,7.09253461902958,0.367538353675676,9.8966492094022,"NDVI","PSF_12","1a"
11,0.445480365494248,5.72434203025784,0.393914418662185,9.53671672737215,"GNDVI","PSF_12","1a"
11,1.48023854848144,1.90408928395817,0.405829414975778,9.4646437166332,"EVI2","PSF_12","1a"
11,25.5547286019813,0.0580055975813041,0.287824411142808,10.5563560156204,"SR","PSF_12","1a"
11,139.865263380225,-0.0296342813872054,0.388956097502685,14.7771504106844,"EXG","PSF_12","1a"
11,140.685312427558,-0.0527493715418251,0.39369095980606,13.730092281637,"TGI","PSF_12","1a"
12,0.102794626892794,7.33462846535942,0.358022875356955,10.0665373731817,"NDVI","PSF_12","1a"
12,0.43768045343429,5.78827761284209,0.37037256936193,9.80857013369638,"GNDVI","PSF_12","1a"
12,1.38354928469538,1.95506559409886,0.39168551481864,9.63523088605246,"EVI2","PSF_12","1a"
12,25.7345329609582,0.0586489705163288,0.279709665584761,10.7849644817637,"SR","PSF_12","1a"
12,124.195245873368,-0.0232269107904906,0.265406425668102,13.3031159904786,"EXG","PSF_12","1a"
12,123.31237403697,-0.0404939814100944,0.269580577276495,12.9920552889387,"TGI","PSF_12","1a"
13,0.251036335043737,6.36101743226299,0.315680743605699,10.3623776991514,"NDVI","PSF_12","1a"
13,0.524501923947741,5.62229928335423,0.358036300829478,10.0039973705169,"GNDVI","PSF_12","1a"
13,1.81598918052437,1.8373583618448,0.3587452000891,9.95897011901583,"EVI2","PSF_12","1a"
13,28.6971343450304,0.0542788750877387,0.233622845174284,11.2549690552274,"SR","PSF_12","1a"
13,101.8789478943,-0.0164150997244463,0.254291129697225,12.1694482975698,"EXG","PSF_12","1a"
13,100.224321385884,-0.0278412382315841,0.253055736221283,12.0336194680708,"TGI","PSF_12","1a"
14,0.224498873749349,6.54392869350041,0.394885526223484,10.629554319551,"NDVI","PSF_12","1a"
14,0.950473296850343,5.13542193818784,0.360548276297943,10.3589318960336,"GNDVI","PSF_12","1a"
14,2.20861738121242,1.8183453951922,0.387544081473683,10.2348282940741,"EVI2","PSF_12","1a"
14,23.3039816474642,0.0727523645685111,0.340252539863019,11.4465120086769,"SR","PSF_12","1a"
14,156.025149748922,-0.0281474175202919,0.295522293941778,12.9571798132627,"EXG","PSF_12","1a"
14,159.949808109415,-0.0500896579027043,0.311315595753011,12.9255555885122,"TGI","PSF_12","1a"
1,11.5713122578867,0.120263293694828,0.000579562333788096,1.41998875834223,"NDVI","SLS_ABH","1a"
1,9.25290555621145,0.774835126796229,0.0304663613851226,1.4023097328498,"GNDVI","SLS_ABH","1a"
1,10.981033177384,0.178603879751816,0.00496236583339389,1.41592342539619,"EVI2","SLS_ABH","1a"
1,11.3510004865343,0.0296699435736744,0.000499564757781418,1.42002272940872,"SR","SLS_ABH","1a"
1,11.9296571498277,-0.00991529446751038,0.190130136231631,1.34856800399445,"EXG","SLS_ABH","1a"
1,13.3838226071414,-0.0167312997279679,0.159243776414914,1.3715508953956,"TGI","SLS_ABH","1a"
2,11.8983697268449,0.0152849944070284,9.76762479721416e-06,1.42150529666355,"NDVI","SLS_ABH","1a"
2,9.75456576605432,0.592409952990187,0.0178160386115795,1.42229602517822,"GNDVI","SLS_ABH","1a"
2,11.3116897533982,0.110454704831663,0.00198519507638379,1.42264563466897,"EVI2","SLS_ABH","1a"
2,11.9425434607841,0.000312822275199762,6.1042820956401e-08,1.42138850078914,"SR","SLS_ABH","1a"
2,11.8641584531993,-0.00874665282392066,0.160528462822414,1.36644256587164,"EXG","SLS_ABH","1a"
2,13.2909298919622,-0.0164061008983559,0.14819836954382,1.39626359805386,"TGI","SLS_ABH","1a"
3,15.775116279004,-0.751225802602875,0.0827599588056061,1.34557278213502,"NDVI","SLS_ABH","1a"
3,15.2601264427621,-0.570822561340761,0.0337483605712524,1.37884886249433,"GNDVI","SLS_ABH","1a"
3,15.0749426256399,-0.342863867923518,0.066844816003423,1.3541791694502,"EVI2","SLS_ABH","1a"
3,15.820553587141,-0.128485187031741,0.0809259250552539,1.34666941828942,"SR","SLS_ABH","1a"
3,11.7000990555678,-0.017786646663383,0.235536766966096,1.27919205608686,"EXG","SLS_ABH","1a"
3,13.3457353312403,-0.025466629160162,0.141596469655756,1.35114398884552,"TGI","SLS_ABH","1a"
4,11.0548635376253,0.212309832249085,0.00490556119601525,1.4192915206814,"NDVI","SLS_ABH","1a"
4,9.9688785502491,0.425040483242868,0.0162453570416308,1.41488194125764,"GNDVI","SLS_ABH","1a"
4,10.9004377510472,0.136316873756725,0.00829985757111549,1.41707068409933,"EVI2","SLS_ABH","1a"
4,10.9778103750641,0.0391848845528308,0.00427034493345683,1.41936475363649,"SR","SLS_ABH","1a"
4,12.3309938512701,-0.00940644653298837,0.0450693004910754,1.42592381743544,"EXG","SLS_ABH","1a"
4,13.1334942883424,-0.0144582047714273,0.0307761374359327,1.44547805344675,"TGI","SLS_ABH","1a"
5,9.61739317174709,0.451282070207639,0.0796857580924754,1.27568567521523,"NDVI","SLS_ABH","1a"
